claim,fact_checker,rating
"Trump presidential campaign CEO Stephen Bannon defended spousal abuse with the statement, ""Nobody can blame you for beating your wife if it's out of love.""",David Emery,False
,,
,,
"Cheez-It brand crackers contain the preservative TBHQ, which is made from butane and is dangerous to consume.",Dan Evon,MOSTLY FALSE
Eerie clouds over Geneva were caused by the particle collider at CERN opening a portal to a new dimension.,Bethania Palma,False
,,
Mylan CEO Heather Bresch donated a large sum of money to the Clinton Foundation.,Bethania Palma,Mostly false
A woman who was impregnated by a goat has had a goat-child.,Bethania Palma,False
A photograph shows a real portrait of Donald Trump and his family.,Dan Evon,TRUE
"President Obama said, ""Even terrorists have rights and we should respect them.""",David Emery,False
A step-dad refused to pay for his daughter's wedding at the last minute because she allowed her biological father back into her life.,Kim LaCapria,unproven
The movie 'Brokeback Mountain' is being remade with with Margot Robbie and Emma Watson in the lead roles.,Dan Evon,FALSE
"During a radio interview, Rosie O'Donnell said, ""I'd like to take my period blood and smear it all over Christians' [or pro-life people's] faces.""",David Emery,Mixture
A tornado carried a mobile home for 130 miles  and left its occupants unharmed.,Dan Evon,FALSE
A KFC promotion offered Extra Crispy Sunscreen to consumers.,Dan Evon,TRUE
"SUNY Binghamton is offering a ""Stop White People"" course.",Kim LaCapria,mostly false
,,
Photograph shows Tennessee public school students being forced to pray in a mosque.,Bethania Palma,False
The state cut off water access to Native Americans protesting the Dakota Access Pipeline.,Kim LaCapria,mostly false
,,
Bill and Melinda Gates started a web site to give away free college textbooks.,Dan Evon,MIXTURE:
The children's TV show 'Barney & Friends'  was based on a 1930s serial killer.,Dan Evon,FALSE
The state of California pays criminals not to kill and sends them on free vacations.,Bethania Palma,Mixture
Pastor Creflo Dollar was told by God to endorse Donald Trump.,Dan Evon,FALSE
"Rush Limbaugh accused President Obama and the Democrats of recruiting lesbian farmers to ""attack"" conservative rural areas of the U.S.",David Emery,True
,,
"While collegiate athletes were sentenced lightly for serious crimes, a homeless mother was sentenced to five years in prison for enrolling her son in a Connecticut school.",Kim LaCapria,mixture
,,
Michele Bachmann said that white people suffered more under the Obama administration than black people did during slavery.,Kim LaCapria,false
,,
"Peotone High School in Illinois banned American flags because they offend people and called an assembly to inform students U.S. flags would not be ""tolerated"" in any ""shape or form.""",Kim LaCapria,false
"Donald Trump issued a series of angry tweets calling God a ""dope,"" a ""clown,"" and a ""loser.""",David Emery,False
A video depicts a young woman's struggling to open a can of Spaghetti-Os as a crowd watches and cheers her eventual hard-won victory.,Kim LaCapria,False
Astrophysicist Neil DeGrasse Tyson admonished a little girl who said she wanted to live on the planet Jupiter.,Kim LaCapria,false
A United States Army training slide labeled Hillary Clinton as an insider threat.,Dan Evon,mixture
,,
A photograph of a 'My Daddy's Life Matters' sign included text explaining why its OK for police officers to shoot black men.,Dan Evon,FALSE
Usain Bolt donated his entire $20 million earnings from the Olympic Games to his Jamaican high school.,Dan Evon,FALSE
,,
"President Obama ""enforced"" an Islamic opening prayer in the U.S. House of Representatives.",David Emery,False
Mylan CEO Heather Bresch as attacked by a bee swarm whilst strolling in a park and no one nearby had an EpiPen on hand to assist her because they're too expensive.,Bethania Palma,False
,,
Kinking an electrical wire stops electricity flow like kinking a garden hose stops water.,Bethania Palma,False
The maternal death rate in Texas has spiked in recent years due to funding cuts for reproductive health clinics.,Kim LaCapria,unproven
"Presidential candidate Donald Trump said he'll be ""more popular than fried chicken and watermelon"" in the black community.",David Emery,False
"Based on information he learned from library books, school drop-out William Kamkwamba built a windmill out of scrap parts and brought electricity to his village in Malawia.",David Emery,True
A photograph shows two motorcyclists on a beach protesting a 2016 burkini ban in France.,Dan Evon,FALSE
,,
,,
,,
,,
"A map shows the results of the 2012 election if ""only taxpayers voted.""",Dan Evon,FALSE
"Republican nominee Donald Trump called President Barack Obama a ""lying n*****r"" during a confrontation.",Bethania Palma,False
Controversial San Francisco 49ers quarterback Colin Kaepernick has worn socks depicting police officers as pigs.,David Emery,True
Eleven states have banned the use of electronic vehicles inside cars.,Kim LaCapria,false
John F. Kennedy Jr. was a frontrunner for a U.S. Senate seat from New York just before he was killed in a suspicious plane crash in 1999.,Bethania Palma,False
,,
"Donald Trump's campaign chief Steve Bannon said that injectable birth control makes women fat and prevents them from getting ""man meat"" injections.",Dan Evon,mixture
The U.S. government has announced  they are planning to permanently ban Pokemon Go.,Kim LaCapria,false
Neil deGrasse Tyson addressed gender inequality on Twitter by tearing apart a joke about women in science.,Brooke Binkowski,false
A South Carolina high school principal banned U.S. flags from football games.,Dan Evon,MOSTLY FALSE
Hillary Rodham failed her 1973 attempt to pass the District of Columbia bar exam.,David Mikkelson,true
,,
Mike Pence called for a condom ban because he said their use leads to abortions.,Kim LaCapria,false
The principal of Mountain Dell Elementary School in Oregon sent a letter to parents informing them that the Pledge of Allegiance will be banned for the remainder of the school year.,David Emery,False
The Clinton Foundation rates higher than the Red Cross in charity rankings.,Kim LaCapria,mixture
Photographs show 49ers quarterback Colin Kaepernick shortly after he converted to Islam.,Dan Evon,FALSE
,,
The former Florida representative and wrote an angry column about 49ers quarterback Colin Kaepernick on his personal blog.,Bethania Palma,True
,,
Photographs show a border fence between the countries of Mexico and Guatemala.,Dan Evon,false
"A video depicts a Chinese vendor making ""synthetic cabbages"" for sale in American restaurants and supermarkets.",Kim LaCapria,false
,,
Krispy Kreme is giving free doughnuts to anyone who talks or dresses like a pirate on 19 September 2016.,Bethania Palma,True
Sylvester Stallone was found dead at his Los Angeles home at age 69.,Dan Evon,FALSE
A video shows a hawk snatching up a snake and dropping it amidst a family's barbecue.,Dan Evon,FALSE
,,
Taxpayers are picking up the tab for food shelves in Minneapolis to provide halal food to Muslims on welfare.,Bethania Palma,False
,,
,,
Billionaire George Soros predicted Donald Trump will win the popular vote by a landslide but lose to Hillary Clinton because the election is rigged.,David Emery,False
"The Bureau of Alcohol, Firearms and Tobacco (ATF) has reclassified wet nitrocellulose as a high explosive.",David Emery,Mixture
,,
,,
Aerial spraying of an insecticide targeting Zika-carrying mosquitoes in South Carolina resulted in the deaths of millions of bees.,David Emery,True
"President Obama pardoned a ""violent crackhead"" named Wendell Callahan, who went on to murder a woman and her two small children.",Kim LaCapria,mostly false
The FDA said Frosted Flakes are healthier than avocados.,Kim LaCapria,mostly false
CNN showed an altered version of a tweet written by Donald Trump during a news segment.,Bethania Palma,True
,,
A photograph shows a praying mantis after it killed a hummingbird.,Dan Evon,TRUE
,,
Pastor Joel Osteen apologized for using the Lord's name in a sermon.,Kim LaCapria,false
A photograph shows three 'smiling' birds next to a 'smiling' sun.,Dan Evon,FALSE
"The Red Cross banned prayer in all disaster shelters, even those in churches.",Kim LaCapria,false
An online coupon offers shoppers $90 off any purchase in a Food Lion grocery store.,Bethania Palma,False
"Baseball player Jackie Robinson said, ""I cannot stand and sing the anthem. I cannot salute the flag; I know that I am a black man in a white world.""",David Emery,True
A video shows a shark attacking a surfer.,Dan Evon,FALSE
A woman in Idaho was sentenced to seven years in prison for breastfeeding in public.,Dan Evon,FALSE
"Dr. Hardin B. Jones recently revealed that chemotherapy doesn't work 97% of the time, and doctors only recommend it to get kickbacks.",Kim LaCapria,False
CBS reporter Hannah Chanpong tweeted that Hillary Clinton was dropping out of the 2016 presidential race.,Dan Evon,FALSE
,,
"The numbers on a toaster indicate duration of toasting in minutes, and not a ""degree of toastiness.""",Kim LaCapria,false
An Australian military veteran single-handedly beat up eight Muslim men who attacked his wife.,Bethania Palma,Unproven
The Wall Street Journal ran a Donald Trump story with different headlines in different markets in order to sway voters.,Dan Evon,mixture
"A Spanish fisherman survived in a whale's belly for three days before being ""flushed out"" alive.",Bethania Palma,FALSE
The Los Angeles Times stopped publishing work by cartoonist Dixon Diaz because he criticized Hillary Clinton.,Dan Evon,FALSE
"A video shows a chimpanzee rapidly memorizing the location of numbers from 1-9 on a touch screen, demonstrating its ability to recall their location by tapping (in sequential order) boxes that covered those numbers after a fraction of a second.",Alex Kasprak,mostly true
,,
"North Dakota Governor Jack Dalrymple gave the ""green light"" to shoot indigenous people on sight.",Dan Evon,FALSE
